id,source,collection_method,user_text,normalized_text,intent_expected,constraints,difficulty,category,expected_behavior,expected_not_to_do,actual_behavior,status,notes,conversation_id,turn_id,source_url
QS-0501,synthetic,synthetic_dialog_flow,Tính protein của món vừa gợi ý,tinh protein cua mon vua goi y,nutrition_calc,context_ref=previous_dish;metric=protein_estimate,hard,dialog_flow_meal_to_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-003,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0502,synthetic,synthetic_dialog_flow,Cho công thức nhanh dưới 20 phút,cho cong thuc nhanh duoi 20 phut,recipe_search,context_ref=previous_dish;time<=20,hard,dialog_flow_recipe_followup,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-003,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0503,synthetic,synthetic_dialog_flow,Hôm nay tôi còn bao nhiêu protein?,hom nay toi con bao nhieu protein?,nutrition_calc,metric=protein_remaining,easy,dialog_flow_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-004,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0504,synthetic,synthetic_dialog_flow,Thiếu 30g thì ăn gì,thieu 30g thi an gi,meal_plan,protein_remaining=30g;goal=fill_protein_gap,medium,dialog_flow_nutrition_to_meal,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-004,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0505,synthetic,synthetic_dialog_flow,Đừng có ức gà nữa nha,dung co uc ga nua nha,meal_plan,context_ref=previous_suggestions;avoid=chicken_breast,medium,dialog_flow_exclusion,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-004,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0506,synthetic,synthetic_dialog_flow,Tính luôn kcal món đó,tinh luon kcal mon do,nutrition_calc,context_ref=selected_dish;metric=kcal_estimate,hard,dialog_flow_meal_to_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-004,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0507,synthetic,synthetic_dialog_flow,Trời nóng quá ăn gì mát,troi nong qua an gi mat,meal_plan,weather=hot;goal=cooling,easy,dialog_flow_weather,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-005,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0508,synthetic,synthetic_dialog_flow,Dưới 50k thôi,duoi 50k thoi,meal_plan,context_ref=weather_hot;budget<=50000,medium,dialog_flow_add_budget,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-005,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0509,synthetic,synthetic_dialog_flow,Món thứ 2 có bao nhiêu carb,mon thu 2 co bao nhieu carb,nutrition_calc,context_ref=previous_option_2;metric=carb_estimate,hard,dialog_flow_option_reference,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-005,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0510,synthetic,synthetic_dialog_flow,Thôi đổi sang món nước đi,thoi doi sang mon nuoc di,meal_plan,context_ref=previous_constraints;dish_type=soup/noodle,medium,dialog_flow_repair_preference,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-005,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0511,synthetic,synthetic_dialog_flow,Tôi vừa ăn cơm tấm,toi vua an com tam,nutrition_calc,metric=kcal_log_add;food=com_tam,medium,dialog_flow_food_log,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-006,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0512,synthetic,synthetic_dialog_flow,Có tính cả mỡ hành không,co tinh ca mo hanh khong,nutrition_calc,context_ref=com_tam;ingredient=mo_hanh;metric=kcal_detail,hard,dialog_flow_detail_question,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-006,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0513,synthetic,synthetic_dialog_flow,Vậy còn bao nhiêu kcal,vay con bao nhieu kcal,nutrition_calc,context_ref=updated_log;metric=kcal_remaining,medium,dialog_flow_context_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-006,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0514,synthetic,synthetic_dialog_flow,Gợi ý bữa tối không vượt,goi y bua toi khong vuot,meal_plan,context_ref=kcal_remaining;meal=dinner;avoid=exceed_kcal,hard,dialog_flow_nutrition_to_meal,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-006,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0515,synthetic,synthetic_dialog_flow,Công thức salad bơ ức gà,cong thuc salad bo uc ga,recipe_search,dish=avocado_chicken_salad,easy,dialog_flow_recipe,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-007,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0516,synthetic,synthetic_dialog_flow,Nếu làm phần này thì bao nhiêu protein,neu lam phan nay thi bao nhieu protein,nutrition_calc,context_ref=recipe_portion;metric=protein_estimate,hard,dialog_flow_recipe_to_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-007,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0517,synthetic,synthetic_dialog_flow,Tôi không có bơ thì thay gì,toi khong co bo thi thay gi,recipe_search,context_ref=recipe;missing_ingredient=avocado,medium,dialog_flow_recipe_substitution,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-007,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0518,synthetic,synthetic_dialog_flow,Thay xong kcal có đổi nhiều không,thay xong kcal co doi nhieu khong,nutrition_calc,context_ref=substitution;metric=kcal_compare,hard,dialog_flow_recipe_to_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-007,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0519,synthetic,synthetic_dialog_flow,Tôi đang giảm cân,toi dang giam can,meal_plan,goal=weight_loss,easy,dialog_flow_goal_start,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-008,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0520,synthetic,synthetic_dialog_flow,Bữa trưa dưới 60k,bua trua duoi 60k,meal_plan,context_ref=goal_weight_loss;meal=lunch;budget<=60000,medium,dialog_flow_add_meal_budget,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-008,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0521,synthetic,synthetic_dialog_flow,Có món nào no lâu hơn,co mon nao no lau hon,meal_plan,context_ref=previous_suggestions;goal=satiety,medium,dialog_flow_refine_satiety,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-008,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0522,synthetic,synthetic_dialog_flow,Món này fat cao không,mon nay fat cao khong,nutrition_calc,context_ref=selected_dish;metric=fat_estimate,hard,dialog_flow_meal_to_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-008,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0523,synthetic,synthetic_dialog_flow,Tối nay ăn gì cho tăng cơ,toi nay an gi cho tang co,meal_plan,meal=dinner;goal=muscle_gain,easy,dialog_flow_goal_meal,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-009,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0524,synthetic,synthetic_dialog_flow,Cần khoảng 40g protein,can khoang 40g protein,meal_plan,context_ref=muscle_gain;protein>=40g,medium,dialog_flow_add_macro_target,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-009,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0525,synthetic,synthetic_dialog_flow,Tính xem món nào gần 40g nhất,tinh xem mon nao gan 40g nhat,nutrition_calc,context_ref=previous_suggestions;metric=protein_compare,hard,dialog_flow_compare_options,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-009,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0526,synthetic,synthetic_dialog_flow,Lấy món rẻ nhất trong mấy món đó,lay mon re nhat trong may mon do,meal_plan,context_ref=previous_suggestions;sort=budget_asc,hard,dialog_flow_option_selection,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-009,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0527,synthetic,synthetic_dialog_flow,Tôi còn 20g carb,toi con 20g carb,nutrition_calc,metric=carb_remaining;carb_remaining=20g,easy,dialog_flow_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-010,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0528,synthetic,synthetic_dialog_flow,Ăn khoai lang được không,an khoai lang duoc khong,nutrition_calc,context_ref=carb_remaining;food=sweet_potato;metric=carb_projection,medium,dialog_flow_projection,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-010,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0529,synthetic,synthetic_dialog_flow,Nếu không thì gợi ý món ít carb,neu khong thi goi y mon it carb,meal_plan,context_ref=carb_projection;goal=low_carb,hard,dialog_flow_repair_constraint,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-010,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0530,synthetic,synthetic_dialog_flow,Món đó nấu nhanh không,mon do nau nhanh khong,recipe_search,context_ref=selected_dish;time=question,hard,dialog_flow_recipe_followup,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-010,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0531,synthetic,synthetic_dialog_flow,Có món nào với cá hồi không,co mon nao voi ca hoi khong,recipe_search,ingredient=salmon,easy,dialog_flow_recipe_search,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-011,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0532,synthetic,synthetic_dialog_flow,Nhưng hôm nay muốn rẻ hơn,nhung hom nay muon re hon,meal_plan,context_ref=salmon;budget=lower;substitute=true,medium,dialog_flow_substitute_budget,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-011,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0533,synthetic,synthetic_dialog_flow,Rẻ hơn thì protein còn cao không,re hon thi protein con cao khong,nutrition_calc,context_ref=substitute_options;metric=protein_compare,hard,dialog_flow_compare_options,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-011,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0534,synthetic,synthetic_dialog_flow,Chọn món ít dầu nhất,chon mon it dau nhat,meal_plan,context_ref=previous_options;avoid=oily;sort=low_fat,hard,dialog_flow_option_selection,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-011,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0535,synthetic,synthetic_dialog_flow,Hôm nay tôi ăn hơi nhiều dầu,hom nay toi an hoi nhieu dau,nutrition_calc,metric=fat_status;context=oily_foods,medium,dialog_flow_nutrition_status,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-012,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0536,synthetic,synthetic_dialog_flow,Fat còn lại bao nhiêu,fat con lai bao nhieu,nutrition_calc,context_ref=fat_status;metric=fat_remaining,easy,dialog_flow_context_nutrition,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-012,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0537,synthetic,synthetic_dialog_flow,Tối nên ăn gì ít béo,toi nen an gi it beo,meal_plan,context_ref=fat_remaining;meal=dinner;goal=low_fat,medium,dialog_flow_nutrition_to_meal,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-012,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0538,synthetic,synthetic_dialog_flow,Cho 2 món khác nữa,cho 2 mon khac nua,meal_plan,context_ref=previous_suggestions;request_more=2,medium,dialog_flow_more_options,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-012,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0539,synthetic,synthetic_dialog_flow,Tôi bị dị ứng hải sản,toi bi di ung hai san,meal_plan,avoid=seafood_allergy,medium,dialog_flow_safety_preference,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-013,1.0,https://rasa.com/blog/multi-turn-conversation
QS-0540,synthetic,synthetic_dialog_flow,Vậy bữa trưa nhiều đạm có gì,vay bua trua nhieu dam co gi,meal_plan,context_ref=avoid_seafood;meal=lunch;goal=high_protein,medium,dialog_flow_context_preference,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-013,2.0,https://rasa.com/blog/multi-turn-conversation
QS-0541,synthetic,synthetic_dialog_flow,Món đầu có trứng không,mon dau co trung khong,recipe_search,context_ref=previous_option_1;ingredient=egg_check,hard,dialog_flow_option_reference,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-013,3.0,https://rasa.com/blog/multi-turn-conversation
QS-0542,synthetic,synthetic_dialog_flow,Nếu có thì đổi món không trứng,neu co thi doi mon khong trung,meal_plan,context_ref=egg_check;avoid=egg,hard,dialog_flow_repair_constraint,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-013,4.0,https://rasa.com/blog/multi-turn-conversation
QS-0543,synthetic,synthetic_dialog_flow,Tôi không ăn cay,toi khong an cay,meal_plan,avoid=spicy,easy,dialog_flow_preference,"Dùng ngữ cảnh các lượt trước trong cùng conversation_id để hiểu follow-up, giữ constraint đã nêu, và chỉ hỏi lại khi thiếu thông tin quan trọng.",Không mất ngữ cảnh; không hiểu 'món đó/cái này/món khác/rẻ hơn/nhẹ hơn' như câu độc lập; không bỏ qua constraint trước đó.,,,"bổ sung nhóm dialog_flow: test nhớ ngữ cảnh, follow-up, repair, option reference",DF-014,1.0,https://rasa.com/blog/multi-turn-conversation
